id	name	tradition	value	action	bare	of_whom	duplicated_in	suggested_move_to	reason
6773	Ceres	Roman	mother of Proserpina	STRIP_TO_BARE	mother	Proserpina			"mother of X" pattern
6773	Ceres	Roman	plebeian patron-goddess of the Aventine Triad (with Liber and Libera)	TITLE_MOVE				domain (or identification)	title not present in any other field
6775	Shakti	Hindu	cosmic-feminine principle	TITLE_MOVE				domain	title not present in any other field
6775	Shakti	Hindu	consort of every male god	STRIP_TO_BARE	consort	every male god			"consort of X" pattern
6780	Rhea	Greek	daughter of Ouranos and Gaia	STRIP_TO_BARE	daughter	Ouranos and Gaia			"daughter of X" pattern
6780	Rhea	Greek	sister-wife of Cronus	TITLE_MOVE				domain	title not present in any other field
6780	Rhea	Greek	mother of Hestia, Demeter, Hera, Hades, Poseidon, Zeus	STRIP_TO_BARE	mother	Hestia, Demeter, Hera, Hades, Poseidon, Zeus			"mother of X" pattern
6822	Nepr	Norse	father of Nanna	STRIP_TO_BARE	father	Nanna			"father of X" pattern
6816	Aulis	Greek	spouse	KEEP					bare kinship term
6823	Phalanthus	Greek	spouse	KEEP					bare kinship term
6833	Hu Ye	Chinese	spouse	KEEP					bare kinship term
6832	Jinjia Yinsuo	Chinese	spouse	KEEP					bare kinship term
6877	Meili	Norse	spouse	KEEP					bare kinship term
6865	Tianlong	Chinese	spouse	KEEP					bare kinship term
6871	Yuding Zhenren	Chinese	spouse	KEEP					bare kinship term
6889	The Dying God	Cross-cultural	son	KEEP					bare kinship term
6905	Phosphorus	Greek	spouse	KEEP					bare kinship term
6907	Theban Triad	Egyptian	spouse	KEEP					bare kinship term
6944	Holy Mother the Original Lord	Chinese	spouse	KEEP					bare kinship term
7046	Hachiman	Shinto	war-kami	TITLE_MOVE				domain	title not present in any other field
7046	Hachiman	Shinto	identified with Emperor Ōjin	TITLE_MOVE				domain	title not present in any other field
7046	Hachiman	Shinto	protector of the Minamoto clan	TITLE_MOVE				domain	title not present in any other field
7095	Heimdall	Norse	watchman of the gods	TITLE_MOVE				domain	title not present in any other field
7095	Heimdall	Norse	father (as Ríg) of the three social classes	TITLE_MOVE				domain	title not present in any other field
7095	Heimdall	Norse	son of nine mothers	STRIP_TO_BARE	son	nine mothers			"son of X" pattern
7097	Ullr	Norse	stepson of Thor	TITLE_MOVE				domain	title not present in any other field
7097	Ullr	Norse	archer-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7100	Höðr	Norse	son	KEEP					bare kinship term
7100	Höðr	Norse	victim	TITLE_DUP			character_trait		full string already in character_trait
7098	Víðarr	Norse	son	KEEP					bare kinship term
7098	Víðarr	Norse	avenger	TITLE_MOVE				domain	title not present in any other field
7098	Víðarr	Norse	survivor	TITLE_MOVE				domain	title not present in any other field
7124	Hafgufa	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7124	Hafgufa	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7106	Vili and Vé	Norse	brothers of Odin	TITLE_DUP			domain		"odin" already in domain
7106	Vili and Vé	Norse	sons of Borr and Bestla	TITLE_MOVE				domain	title not present in any other field
7106	Vili and Vé	Norse	co-creators	TITLE_MOVE				domain	title not present in any other field
7103	Hœnir	Norse	creator	TITLE_MOVE				domain	title not present in any other field
7103	Hœnir	Norse	Vanir-hostage	TITLE_MOVE				domain	title not present in any other field
7103	Hœnir	Norse	companion of Odin	TITLE_MOVE				domain	title not present in any other field
7109	Ægir	Norse	sea-giant	TITLE_MOVE				domain	title not present in any other field
7109	Ægir	Norse	host	TITLE_MOVE				domain	title not present in any other field
7109	Ægir	Norse	husband	KEEP					bare kinship term
7109	Ægir	Norse	father of wave-maidens	STRIP_TO_BARE	father	wave-maidens			"father of X" pattern
7115	Draugr	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7115	Draugr	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7111	Nidhogg	Norse	cosmic-tree gnawer	TITLE_MOVE				domain	title not present in any other field
7111	Nidhogg	Norse	corpse-feeder	TITLE_MOVE				domain	title not present in any other field
7112	Lóðurr	Norse	creator	TITLE_MOVE				domain	title not present in any other field
7116	Fylgja	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7116	Fylgja	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7117	Hamingja	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7117	Hamingja	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7123	Landvættir	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7123	Landvættir	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7118	Vörðr	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7118	Vörðr	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7122	Nixie	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7122	Nixie	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7121	Lindworm	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7121	Lindworm	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7126	Selkolla	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7126	Selkolla	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7128	Óðr	Norse	husband of Freyja	STRIP_TO_BARE	husband	Freyja			"husband of X" pattern
7128	Óðr	Norse	father of Hnoss and Gersemi	STRIP_TO_BARE	father	Hnoss and Gersemi			"father of X" pattern
7127	Germanic dragon	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7127	Germanic dragon	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7125	Lyngbakr	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7125	Lyngbakr	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7162	Ayudhapurusha	Hindu	personified divine weapons	TITLE_DUP			domain		"divine weapons" already in domain
7164	Vahana	Hindu	category — collective entry for divine mounts	TITLE_DUP			domain		"mounts" already in domain
7167	Radha Krishna	Hindu	joint-icon of Kṛṣṇa and Rādhā	TITLE_MOVE				domain	title not present in any other field
7167	Radha Krishna	Hindu	divine beloved-pair	TITLE_MOVE				domain	title not present in any other field
7171	Shmashana Adhipati	Hindu	lord of the cremation-ground	TITLE_DUP			character_trait		"cremation-ground" already in character_trait
7177	Vajreshwari (Vajreśvarī)	Hindu	Śakti-form	TITLE_MOVE				domain	title not present in any other field
7177	Vajreshwari (Vajreśvarī)	Hindu	tantric goddess	TITLE_MOVE				domain	title not present in any other field
7175	Vasu	Hindu	the eight Vasus	TITLE_DUP			domain		"eight vasus" already in domain
7182	Lugh	Celtic	son	KEEP					bare kinship term
7187	Badb	Celtic	daughter	KEEP					bare kinship term
7189	Nemain	Celtic	daughter	KEEP					bare kinship term
7193	Bres	Celtic	spouse	KEEP					bare kinship term
7199	Dagon	Canaanite	grain-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7194	Cú Chulainn	Celtic	son	KEEP					bare kinship term
7203	Horon	Canaanite	cursing god	TITLE_MOVE				domain	title not present in any other field
7203	Horon	Canaanite	healing god	TITLE_MOVE				domain	title not present in any other field
7207	Ancestors of Enlil	Mesopotamian	ancestors	TITLE_MOVE				domain	title not present in any other field
7207	Ancestors of Enlil	Mesopotamian	divine lineage	TITLE_DUP			domain		full string already in domain
7206	Apkallu	Mesopotamian	sage	TITLE_DUP			character_trait		full string already in character_trait
7206	Apkallu	Mesopotamian	culture-bearer	TITLE_MOVE				domain	title not present in any other field
7224	Amitabha	Buddhist	the Buddha of Infinite Light	TITLE_DUP			domain		"light" already in domain
7224	Amitabha	Buddhist	presiding Buddha of the Western Pure Land	TITLE_DUP			domain		"pure land" already in domain
7224	Amitabha	Buddhist	spiritual father of Avalokiteśvara	TITLE_MOVE				domain	title not present in any other field
7252	Mrtyu	Hindu	cosmic principle	TITLE_MOVE				domain	title not present in any other field
7252	Mrtyu	Hindu	related to Yama and Kāla	TITLE_MOVE				domain	title not present in any other field
7247	Marmennill	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7247	Marmennill	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7257	Proserpina	Roman	identified with Persephone	TITLE_MOVE				domain	title not present in any other field
7257	Proserpina	Roman	daughter of Ceres and Jupiter	STRIP_TO_BARE	daughter	Ceres and Jupiter			"daughter of X" pattern
7257	Proserpina	Roman	wife of Pluto	STRIP_TO_BARE	wife	Pluto			"wife of X" pattern
7265	Despoina	Greek	spouse	KEEP					bare kinship term
7270	Inari Ōkami	Shinto	rice and harvest kami	TITLE_MOVE				domain	title not present in any other field
7270	Inari Ōkami	Shinto	patron of merchants and craftsmen	TITLE_MOVE				domain	title not present in any other field
7270	Inari Ōkami	Shinto	master of foxes	TITLE_MOVE				domain	title not present in any other field
7274	Apollo	Greek	son of Zeus and Leto	STRIP_TO_BARE	son	Zeus and Leto			"son of X" pattern
7274	Apollo	Greek	twin of Artemis	STRIP_TO_BARE	sister	Artemis			"sister of X" pattern
7274	Apollo	Greek	leader of the Muses (Apollo Mousagetes)	TITLE_MOVE				character_trait	title not present in any other field
7274	Apollo	Greek	god of Delphi, Delos, Didyma, Klaros oracles	TITLE_MOVE				domain	title not present in any other field
7277	Artemis	Greek	daughter of Zeus and Leto	STRIP_TO_BARE	daughter	Zeus and Leto			"daughter of X" pattern
7277	Artemis	Greek	twin of Apollo	STRIP_TO_BARE	sister	Apollo			"sister of X" pattern
7277	Artemis	Greek	virgin-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
7277	Artemis	Greek	patroness of childbirth, hunting, wild animals, the moon	TITLE_DUP			domain		"moon" already in domain
7278	Sphinx	Greek	spouse	KEEP					bare kinship term
7285	Athena	Greek	virgin-goddess (one of the three Παρθένοι — Athena, Artemis, Hestia)	TITLE_MOVE				domain (or identification)	title not present in any other field
7285	Athena	Greek	daughter of Zeus and Metis	STRIP_TO_BARE	daughter	Zeus and Metis			"daughter of X" pattern
7285	Athena	Greek	patroness of Athens	TITLE_MOVE				domain	title not present in any other field
7288	Janus	Roman	indigenous Italic god (predates the Greek interpretatio)	TITLE_MOVE				domain	title not present in any other field
7288	Janus	Roman	no Greek equivalent — uniquely Roman	TITLE_MOVE				domain	title not present in any other field
7288	Janus	Roman	first invoked in every prayer-sequence	TITLE_MOVE				domain	title not present in any other field
7291	Lahamu	Mesopotamian	daughter	KEEP					bare kinship term
7291	Lahamu	Mesopotamian	spouse	KEEP					bare kinship term
7293	Kishar	Mesopotamian	daughter	KEEP					bare kinship term
7293	Kishar	Mesopotamian	spouse	KEEP					bare kinship term
7302	Nanna	Mesopotamian	son	KEEP					bare kinship term
7302	Nanna	Mesopotamian	husband	KEEP					bare kinship term
7297	Enlil	Mesopotamian	son	KEEP					bare kinship term
7297	Enlil	Mesopotamian	husband	KEEP					bare kinship term
7312	Dumuzi	Mesopotamian	son	KEEP					bare kinship term
7312	Dumuzi	Mesopotamian	husband	KEEP					bare kinship term
7310	Nabu	Mesopotamian	son	KEEP					bare kinship term
7310	Nabu	Mesopotamian	husband	KEEP					bare kinship term
7309	Sarpanitu	Mesopotamian	wife	KEEP					bare kinship term
7315	Lamashtu	Mesopotamian	daughter	KEEP					bare kinship term
7314	Gula	Mesopotamian	consort of Ninurta in some traditions	STRIP_TO_BARE	consort	Ninurta in some traditions			"consort of X" pattern
7314	Gula	Mesopotamian	divine physician	TITLE_MOVE				domain	title not present in any other field
7316	Pazuzu	Mesopotamian	demon	TITLE_DUP			domain		full string already in domain
7316	Pazuzu	Mesopotamian	counter-demonic protector	TITLE_MOVE				domain	title not present in any other field
7320	Yarikh	Canaanite	husband	KEEP					bare kinship term
7320	Yarikh	Canaanite	suitor	TITLE_DUP			character_trait		full string already in character_trait
7327	Lotan	Canaanite	cosmic adversary	TITLE_MOVE				domain	title not present in any other field
7324	Pidray	Canaanite	daughter	KEEP					bare kinship term
7325	Tallay	Canaanite	daughter	KEEP					bare kinship term
7328	Eshmun	Canaanite	son	KEEP					bare kinship term
7328	Eshmun	Canaanite	healer	TITLE_MOVE				domain	title not present in any other field
7330	Tanit	Canaanite	consort	KEEP					bare kinship term
7330	Tanit	Canaanite	queen	TITLE_MOVE				character_trait	title not present in any other field
7329	Melqart	Canaanite	king	TITLE_DUP			domain		full string already in domain
7329	Melqart	Canaanite	patron	TITLE_MOVE				domain	title not present in any other field
7332	Chemosh	Canaanite	national god	TITLE_DUP			domain		full string already in domain
7336	Aqhat	Canaanite	son	KEEP					bare kinship term
7336	Aqhat	Canaanite	hunter	TITLE_DUP			domain		full string already in domain
7337	Pughat	Canaanite	daughter	KEEP					bare kinship term
7344	Beelzebub	Abrahamic	prince of demons	TITLE_DUP			domain		"demons" already in domain
7342	Iblis	Abrahamic	ancestor of the shayāṭīn (devils)	TITLE_MOVE				domain	title not present in any other field
7342	Iblis	Abrahamic	adversary	TITLE_MOVE				domain	title not present in any other field
7358	Eir	Norse	healing goddess	TITLE_MOVE				domain	title not present in any other field
7358	Eir	Norse	possibly valkyrie	TITLE_MOVE				domain	title not present in any other field
7359	Fenrir	Norse	son of Loki and Angrboða	STRIP_TO_BARE	son	Loki and Angrboða			"son of X" pattern
7359	Fenrir	Norse	sibling of Jörmungandr and Hel	STRIP_TO_BARE	sibling	Jörmungandr and Hel			"sibling of X" pattern
7359	Fenrir	Norse	father of the wolves Sköll and Hati (in some genealogies)	STRIP_TO_BARE	father	the wolves Sköll and Hati (in some genealogies)			"father of X" pattern
7351	Behemoth	Abrahamic	cosmic primordial beast	TITLE_MOVE				domain	title not present in any other field
7351	Behemoth	Abrahamic	paired with Leviathan	TITLE_MOVE				domain	title not present in any other field
7356	Skadi	Norse	wife of Njǫrðr (then separated)	STRIP_TO_BARE	wife	Njǫrðr (then separated)			"wife of X" pattern
7356	Skadi	Norse	daughter of Þjazi	STRIP_TO_BARE	daughter	Þjazi			"daughter of X" pattern
7356	Skadi	Norse	Jǫtunn-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
7355	Idun	Norse	wife of Bragi	STRIP_TO_BARE	wife	Bragi			"wife of X" pattern
7355	Idun	Norse	keeper of the apples	TITLE_MOVE				domain	title not present in any other field
7357	Sigyn	Norse	wife of Loki	STRIP_TO_BARE	wife	Loki			"wife of X" pattern
7357	Sigyn	Norse	mother of Narfi and the wolf-Váli	STRIP_TO_BARE	mother	Narfi and the wolf-Váli			"mother of X" pattern
7362	Búri	Norse	father of Borr	STRIP_TO_BARE	father	Borr			"father of X" pattern
7362	Búri	Norse	grandfather of Odin	TITLE_DUP			domain		full string already in domain
7362	Búri	Norse	first of the Aesir	TITLE_MOVE				domain	title not present in any other field
7365	Nanna (Norse)	Norse	wife of Baldr	STRIP_TO_BARE	wife	Baldr			"wife of X" pattern
7365	Nanna (Norse)	Norse	mother of Forseti	STRIP_TO_BARE	mother	Forseti			"mother of X" pattern
7365	Nanna (Norse)	Norse	daughter of Nepr	STRIP_TO_BARE	daughter	Nepr			"daughter of X" pattern
7364	Sól	Norse	sun-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
7364	Sól	Norse	daughter of Mundilfari	STRIP_TO_BARE	daughter	Mundilfari			"daughter of X" pattern
7364	Sól	Norse	wife of Glenr	STRIP_TO_BARE	wife	Glenr			"wife of X" pattern
7364	Sól	Norse	sister of Máni	STRIP_TO_BARE	sister	Máni			"sister of X" pattern
7364	Sól	Norse	mother of the new sun	STRIP_TO_BARE	mother	the new sun			"mother of X" pattern
7368	Andvari	Norse	dwarf	TITLE_DUP			domain		full string already in domain
7368	Andvari	Norse	cursed-treasure-keeper	TITLE_MOVE				domain	title not present in any other field
7367	Gefjun	Norse	plower of Zealand	TITLE_MOVE				domain	title not present in any other field
7367	Gefjun	Norse	virgin-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
7367	Gefjun	Norse	mother of giant-oxen children	STRIP_TO_BARE	mother	giant-oxen children			"mother of X" pattern
7374	Parvati	Hindu	wife of Śiva	STRIP_TO_BARE	wife	Śiva			"wife of X" pattern
7374	Parvati	Hindu	daughter of Himavān and Menā	STRIP_TO_BARE	daughter	Himavān and Menā			"daughter of X" pattern
7374	Parvati	Hindu	mother of Gaṇeśa and Skanda	STRIP_TO_BARE	mother	Gaṇeśa and Skanda			"mother of X" pattern
7374	Parvati	Hindu	sister of Gaṅgā	STRIP_TO_BARE	sister	Gaṅgā			"sister of X" pattern
7374	Parvati	Hindu	one of the Tridevī	TITLE_MOVE				domain	title not present in any other field
7373	Saraswati	Hindu	wife of Brahmā	STRIP_TO_BARE	wife	Brahmā			"wife of X" pattern
7373	Saraswati	Hindu	daughter of Brahmā	STRIP_TO_BARE	daughter	Brahmā			"daughter of X" pattern
7373	Saraswati	Hindu	one of the Tridevī	TITLE_MOVE				domain	title not present in any other field
7373	Saraswati	Hindu	goddess of all learning	TITLE_DUP			domain		"learning" already in domain
7376	Kartikeya	Hindu	son of Śiva and Pārvatī	STRIP_TO_BARE	son	Śiva and Pārvatī			"son of X" pattern
7376	Kartikeya	Hindu	brother of Gaṇeśa	STRIP_TO_BARE	brother	Gaṇeśa			"brother of X" pattern
7376	Kartikeya	Hindu	foster-son of the six Kṛttikās	TITLE_MOVE				domain	title not present in any other field
7376	Kartikeya	Hindu	divine general	TITLE_MOVE				domain	title not present in any other field
7376	Kartikeya	Hindu	husband of Vaḷḷi and Devasenā	STRIP_TO_BARE	husband	Vaḷḷi and Devasenā			"husband of X" pattern
7379	Rama	Hindu	seventh avatar of Viṣṇu	TITLE_MOVE				domain	title not present in any other field
7379	Rama	Hindu	eldest son of Daśaratha and Kausalyā	TITLE_MOVE				domain	title not present in any other field
7379	Rama	Hindu	husband of Sītā	STRIP_TO_BARE	husband	Sītā			"husband of X" pattern
7379	Rama	Hindu	brother of Lakṣmaṇa, Bharata, Śatrughna	STRIP_TO_BARE	brother	Lakṣmaṇa, Bharata, Śatrughna			"brother of X" pattern
7379	Rama	Hindu	father of Lava and Kuśa	STRIP_TO_BARE	father	Lava and Kuśa			"father of X" pattern
7379	Rama	Hindu	king of Ayodhyā	TITLE_MOVE				character_trait	title not present in any other field
7381	Lakshmana	Hindu	son of Daśaratha and Sumitrā	STRIP_TO_BARE	son	Daśaratha and Sumitrā			"son of X" pattern
7381	Lakshmana	Hindu	younger half-brother of Rāma	TITLE_MOVE				domain	title not present in any other field
7381	Lakshmana	Hindu	twin of Śatrughna	STRIP_TO_BARE	sister	Śatrughna			"sister of X" pattern
7381	Lakshmana	Hindu	avatar of Śeṣa	TITLE_MOVE				domain	title not present in any other field
7387	Surya	Hindu	sun-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7387	Surya	Hindu	one of the Ādityas	TITLE_MOVE				domain	title not present in any other field
7387	Surya	Hindu	husband of Saṃjñā and Chāyā	STRIP_TO_BARE	husband	Saṃjñā and Chāyā			"husband of X" pattern
7387	Surya	Hindu	father of Yama, Yamunā, Karṇa, the Aśvin-twins, Manu	STRIP_TO_BARE	father	Yama, Yamunā, Karṇa, the Aśvin-twins, Manu			"father of X" pattern
7388	Varuna	Hindu	Āditya	TITLE_MOVE				domain	title not present in any other field
7388	Varuna	Hindu	lokapāla of the west	TITLE_DUP			domain		"west" already in domain
7388	Varuna	Hindu	water-deity	TITLE_MOVE				domain (or identification)	title not present in any other field
7385	Indra	Hindu	king of devas	TITLE_MOVE				character_trait	title not present in any other field
7385	Indra	Hindu	husband of Indrāṇī	STRIP_TO_BARE	husband	Indrāṇī			"husband of X" pattern
7385	Indra	Hindu	father of Jayanta and Arjuna	STRIP_TO_BARE	father	Jayanta and Arjuna			"father of X" pattern
7385	Indra	Hindu	one of the Ādityas	TITLE_MOVE				domain	title not present in any other field
7389	Vayu	Hindu	wind-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7389	Vayu	Hindu	lokapāla of the northwest	TITLE_MOVE				domain	title not present in any other field
7389	Vayu	Hindu	father of Hanumān and Bhīma	STRIP_TO_BARE	father	Hanumān and Bhīma			"father of X" pattern
7390	Soma	Hindu	moon-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7390	Soma	Hindu	husband of 27 nakṣatras	STRIP_TO_BARE	husband	27 nakṣatras			"husband of X" pattern
7390	Soma	Hindu	favorite of Rohiṇī	TITLE_MOVE				domain	title not present in any other field
7390	Soma	Hindu	ancestor of Soma-vaṃśa	TITLE_MOVE				domain	title not present in any other field
7393	Varaha	Hindu	third avatar of Viṣṇu	TITLE_MOVE				domain	title not present in any other field
7393	Varaha	Hindu	rescuer of Bhū-devi	TITLE_MOVE				domain	title not present in any other field
7399	Yama (Hindu)	Hindu	lord of the dead	TITLE_DUP			domain		full string already in domain
7399	Yama (Hindu)	Hindu	son of Sūrya and Saṃjñā	STRIP_TO_BARE	son	Sūrya and Saṃjñā			"son of X" pattern
7399	Yama (Hindu)	Hindu	twin of Yamī	STRIP_TO_BARE	sister	Yamī			"sister of X" pattern
7399	Yama (Hindu)	Hindu	lokapāla of the south	TITLE_DUP			domain		"south" already in domain
7398	Mahishasura	Hindu	buffalo-demon king	TITLE_MOVE				character_trait	title not present in any other field
7398	Mahishasura	Hindu	asura/daitya	TITLE_MOVE				domain	title not present in any other field
7405	Hauhet	Egyptian	Ogdoad pair-member with Heh	TITLE_MOVE				domain	title not present in any other field
7405	Hauhet	Egyptian	primordial infinity	TITLE_DUP			domain		full string already in domain
7406	Kuk	Egyptian	Ogdoad pair-member with Kauket	TITLE_DUP			domain		"kauket" already in domain
7406	Kuk	Egyptian	primordial darkness	TITLE_DUP			domain		full string already in domain
7404	Naunet	Egyptian	Ogdoad pair-member with Nun	TITLE_MOVE				domain	title not present in any other field
7404	Naunet	Egyptian	primordial waters	TITLE_DUP			domain		full string already in domain
7412	Kotoshironushi	Shinto	son of Ōkuninushi	STRIP_TO_BARE	son	Ōkuninushi			"son of X" pattern
7412	Kotoshironushi	Shinto	brother of Takeminakata	STRIP_TO_BARE	brother	Takeminakata			"brother of X" pattern
7412	Kotoshironushi	Shinto	earthly-kami	TITLE_MOVE				domain	title not present in any other field
7412	Kotoshironushi	Shinto	later identified with Ebisu	TITLE_MOVE				domain	title not present in any other field
7417	Hotei	Shinto	one of the Seven Lucky Gods	TITLE_MOVE				domain	title not present in any other field
7417	Hotei	Shinto	incarnation of Maitreya (future Buddha)	TITLE_MOVE				identification	title not present in any other field
7417	Hotei	Shinto	historically the Chinese Chan monk Budai	TITLE_MOVE				domain	title not present in any other field
7418	Jurojin	Shinto	one of the Seven Lucky Gods	TITLE_MOVE				domain	title not present in any other field
7418	Jurojin	Shinto	Japanese form of Shou-lao	TITLE_DUP			identification		"shou-lao" already in identification
7418	Jurojin	Shinto	often paired/merged with Fukurokuju	TITLE_MOVE				domain	title not present in any other field
7420	Poseidon	Greek	son of Cronus and Rhea	STRIP_TO_BARE	son	Cronus and Rhea			"son of X" pattern
7420	Poseidon	Greek	brother of Zeus, Hades, Hera, Demeter, Hestia	STRIP_TO_BARE	brother	Zeus, Hades, Hera, Demeter, Hestia			"brother of X" pattern
7420	Poseidon	Greek	husband of Amphitrite (the Nereid sea-queen)	STRIP_TO_BARE	husband	Amphitrite (the Nereid sea-queen)			"husband of X" pattern
7420	Poseidon	Greek	father of Triton (by Amphitrite), Polyphemus, Theseus, Pegasus, and many others	STRIP_TO_BARE	father	Triton (by Amphitrite), Polyphemus, Theseus, Pegasus, and many others			"father of X" pattern
7419	Fukurokuju	Shinto	one of the Seven Lucky Gods	TITLE_MOVE				domain	title not present in any other field
7419	Fukurokuju	Shinto	Daoist Three Stars of Fortune combined	TITLE_MOVE				domain	title not present in any other field
7419	Fukurokuju	Shinto	often paired/merged with Jurojin	TITLE_MOVE				domain	title not present in any other field
7421	Hades	Greek	son of Cronus and Rhea	STRIP_TO_BARE	son	Cronus and Rhea			"son of X" pattern
7421	Hades	Greek	brother of Zeus, Poseidon, Hera, Demeter, Hestia	STRIP_TO_BARE	brother	Zeus, Poseidon, Hera, Demeter, Hestia			"brother of X" pattern
7421	Hades	Greek	husband of Persephone	STRIP_TO_BARE	husband	Persephone			"husband of X" pattern
7429	Pontus	Greek	primordial sea-god	TITLE_DUP			character_trait		"sea-god" already in character_trait
7429	Pontus	Greek	parthenogenetic son of Gaia	TITLE_DUP			domain		"gaia" already in domain
7429	Pontus	Greek	father (with Gaia) of Nereus, Thaumas, Phorcys, Ceto, Eurybia	TITLE_MOVE				domain	title not present in any other field
7424	Thanatos	Greek	son of Nyx (Night), parthenogenetically	STRIP_TO_BARE	son	Nyx (Night), parthenogenetically			"son of X" pattern
7424	Thanatos	Greek	twin of Hypnos	STRIP_TO_BARE	sister	Hypnos			"sister of X" pattern
7424	Thanatos	Greek	sibling of Moirai, Keres, Nemesis, Eris, and many other dark-children of Night	STRIP_TO_BARE	sibling	Moirai, Keres, Nemesis, Eris, and many other dark-children of Night			"sibling of X" pattern
7431	Tethys	Greek	Titaness	TITLE_DUP			domain		full string already in domain
7431	Tethys	Greek	daughter of Ouranos and Gaia	STRIP_TO_BARE	daughter	Ouranos and Gaia			"daughter of X" pattern
7431	Tethys	Greek	sister-wife of Oceanus	TITLE_DUP			domain		full string already in domain
7431	Tethys	Greek	mother of all rivers and Oceanids	STRIP_TO_BARE	mother	all rivers and Oceanids			"mother of X" pattern
7431	Tethys	Greek	foster-mother of Hera (Homer)	TITLE_MOVE				domain	title not present in any other field
7435	Eros	Greek	(primordial) one of the first cosmic beings emerging from Chaos	TITLE_MOVE				domain	title not present in any other field
7435	Eros	Greek	(Olympian) son of Aphrodite, often by Ares	TITLE_MOVE				domain	title not present in any other field
7433	Triton	Greek	son of Poseidon and Amphitrite	STRIP_TO_BARE	son	Poseidon and Amphitrite			"son of X" pattern
7433	Triton	Greek	herald-merman of the sea	TITLE_DUP			domain		"the sea" already in domain
7440	Hydra	Greek	daughter of Typhon and Echidna	STRIP_TO_BARE	daughter	Typhon and Echidna			"daughter of X" pattern
7440	Hydra	Greek	raised by Hera	TITLE_MOVE				domain	title not present in any other field
7440	Hydra	Greek	slain by Heracles	TITLE_MOVE				domain	title not present in any other field
7437	Moirai	Greek	the three Fates: Clotho, Lachesis, Atropos	TITLE_MOVE				domain	title not present in any other field
7437	Moirai	Greek	either daughters of Nyx (parthenogenetically) or of Zeus and Themis	TITLE_MOVE				domain	title not present in any other field
7444	Jupiter	Roman	identified with Zeus	TITLE_MOVE				domain	title not present in any other field
7444	Jupiter	Roman	son of Saturn and Ops	STRIP_TO_BARE	son	Saturn and Ops			"son of X" pattern
7444	Jupiter	Roman	sister-brother to Juno (and husband)	TITLE_MOVE				domain	title not present in any other field
7444	Jupiter	Roman	head of the Capitoline Triad	TITLE_MOVE				domain	title not present in any other field
7444	Jupiter	Roman	father of Mars, Vulcan, Mercury, Minerva, Apollo, Diana, Bacchus, Hercules, Castor, Pollux, and many more (importing the Zeus-genealogy)	STRIP_TO_BARE	father	Mars, Vulcan, Mercury, Minerva, Apollo, Diana, Bacchus, Hercules, Castor, Pollux, and many more (importing the Zeus-genealogy)			"father of X" pattern
7445	Mars	Roman	identified with Ares	TITLE_MOVE				domain	title not present in any other field
7445	Mars	Roman	son of Juno (parthenogenetically in some Roman traditions, e.g. Ovid Fasti 5.229-258 — Juno conceives him touching a flower without Jupiter)	STRIP_TO_BARE	son	Juno (parthenogenetically in some Roman traditions, e.g. Ovid Fasti 5.229-258 — Juno conceives him touching a flower without Jupiter)			"son of X" pattern
7445	Mars	Roman	father of Romulus and Remus by Rhea Silvia	STRIP_TO_BARE	father	Romulus and Remus by Rhea Silvia			"father of X" pattern
7452	Liber	Roman	indigenous Italic deity	TITLE_MOVE				domain (or identification)	title not present in any other field
