id	name	tradition	value	action	bucket	reason
7464	Penates	Roman	protection	KEEP	1-2 hyphens	narrow event-type
7464	Penates	Roman	state-cult-extension	REJECT	identity-keyword	contains identity keyword
7464	Penates	Roman	Trojan-Penates-translation	KEEP	1-2 hyphens	narrow event-type
6778	Groa	Norse	healing	KEEP	1-2 hyphens	narrow event-type
6778	Groa	Norse	spell-failure (distraction)	KEEP	1-2 hyphens	narrow event-type
6778	Groa	Norse	maternal protection	KEEP	1-2 hyphens	narrow event-type
7236	Jörmungandr	Norse	cosmic boundary	KEEP	1-2 hyphens	narrow event-type
7236	Jörmungandr	Norse	ragnarok	KEEP	1-2 hyphens	narrow event-type
6262	Protesilaus	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6323	Shennong	Chinese	invention-of-agriculture	KEEP	1-2 hyphens	narrow event-type
6323	Shennong	Chinese	herb-tasting-and-medicine-founding	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6323	Shennong	Chinese	death-by-poisonous-herb	REVIEW	3 hyphens	borderline — manual check
7101	Mímir	Norse	guardianship of wisdom	KEEP	1-2 hyphens	narrow event-type
7101	Mímir	Norse	beheading	KEEP	1-2 hyphens	narrow event-type
7101	Mímir	Norse	preservation by Odin	KEEP	1-2 hyphens	narrow event-type
7101	Mímir	Norse	prophetic counsel	KEEP	1-2 hyphens	narrow event-type
7366	Ran	Norse	drowning	KEEP	1-2 hyphens	narrow event-type
7366	Ran	Norse	sea-claiming	KEEP	1-2 hyphens	narrow event-type
7366	Ran	Norse	treasure-hoarding	KEEP	1-2 hyphens	narrow event-type
6961	Caca	Roman	quest	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	she-wolf-suckling	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	foundation-of-Rome	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	fratricide	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	Sabine-women-rape	KEEP	1-2 hyphens	narrow event-type
7461	Romulus	Roman	apotheosis-as-Quirinus	KEEP	1-2 hyphens	narrow event-type
6152	Raphael	Abrahamic	healing	KEEP	1-2 hyphens	narrow event-type
6152	Raphael	Abrahamic	accompaniment	KEEP	1-2 hyphens	narrow event-type
6152	Raphael	Abrahamic	exorcism	KEEP	1-2 hyphens	narrow event-type
6152	Raphael	Abrahamic	revelation of identity	KEEP	1-2 hyphens	narrow event-type
6970	Ninigi-no-Mikoto	Shinto	founding	KEEP	1-2 hyphens	narrow event-type
7145	Xipe-Totec	Aztec	agricultural-renewal	KEEP	1-2 hyphens	narrow event-type
7145	Xipe-Totec	Aztec	cult	KEEP	1-2 hyphens	narrow event-type
7145	Xipe-Totec	Aztec	flayed-skin-wearing	KEEP	1-2 hyphens	narrow event-type
7145	Xipe-Totec	Aztec	Tezcatlipoca-Red-aspect	KEEP	1-2 hyphens	narrow event-type
6420	Ino	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6420	Ino	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
7353	Frigg	Norse	marriage	KEEP	1-2 hyphens	narrow event-type
7353	Frigg	Norse	foreknowledge	KEEP	1-2 hyphens	narrow event-type
7353	Frigg	Norse	motherhood	KEEP	1-2 hyphens	narrow event-type
7353	Frigg	Norse	mourning	KEEP	1-2 hyphens	narrow event-type
7353	Frigg	Norse	foreordained loss	KEEP	1-2 hyphens	narrow event-type
7217	Naga Basuki	Balinese	world creation	KEEP	1-2 hyphens	narrow event-type
7211	Shuqamuna and Shumaliya	Mesopotamian	royal protection	KEEP	1-2 hyphens	narrow event-type
7200	Shapash	Canaanite	searching	KEEP	1-2 hyphens	narrow event-type
7200	Shapash	Canaanite	mediation	KEEP	1-2 hyphens	narrow event-type
7200	Shapash	Canaanite	oracle	KEEP	1-2 hyphens	narrow event-type
7200	Shapash	Canaanite	solar transit	KEEP	1-2 hyphens	narrow event-type
6730	Cian	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
6760	Astarte	Canaanite	royal patronage	KEEP	1-2 hyphens	narrow event-type
6760	Astarte	Canaanite	divine consortship	KEEP	1-2 hyphens	narrow event-type
6760	Astarte	Canaanite	restraint of Baal	KEEP	1-2 hyphens	narrow event-type
7039	Amaterasu	Shinto	withdrawal	KEEP	1-2 hyphens	narrow event-type
7039	Amaterasu	Shinto	epiphany	KEEP	1-2 hyphens	narrow event-type
7039	Amaterasu	Shinto	cosmic restoration	KEEP	1-2 hyphens	narrow event-type
7039	Amaterasu	Shinto	ancestral foundation	KEEP	1-2 hyphens	narrow event-type
7161	Damayanti	Hindu	svayaṃvara	KEEP	1-2 hyphens	narrow event-type
7161	Damayanti	Hindu	wifely devotion	KEEP	1-2 hyphens	narrow event-type
7161	Damayanti	Hindu	reunion-after-separation	KEEP	1-2 hyphens	narrow event-type
7158	Ardhanarishvara	Hindu	cosmic-androgynous union	KEEP	1-2 hyphens	narrow event-type
7158	Ardhanarishvara	Hindu	sage-encounter	KEEP	1-2 hyphens	narrow event-type
7158	Ardhanarishvara	Hindu	revelation of cosmic unity	KEEP	1-2 hyphens	narrow event-type
6170	Memnon	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6600	Arke	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6600	Arke	Greek	exile	KEEP	1-2 hyphens	narrow event-type
6600	Arke	Greek	betrayal	KEEP	1-2 hyphens	narrow event-type
6178	Lampetia	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
6339	Soter	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6735	Dactyls	Greek	invention	KEEP	1-2 hyphens	narrow event-type
7081	Takeminakata	Shinto	exile	KEEP	1-2 hyphens	narrow event-type
7298	Ninlil	Mesopotamian	courtship	KEEP	1-2 hyphens	narrow event-type
7298	Ninlil	Mesopotamian	condemnation	KEEP	1-2 hyphens	narrow event-type
7298	Ninlil	Mesopotamian	child-bearing	KEEP	1-2 hyphens	narrow event-type
7305	Ereshkigal	Mesopotamian	kingship-of-realm	KEEP	1-2 hyphens	narrow event-type
7305	Ereshkigal	Mesopotamian	killing	KEEP	1-2 hyphens	narrow event-type
7305	Ereshkigal	Mesopotamian	divine marriage	KEEP	1-2 hyphens	narrow event-type
7511	Hariti	Buddhist	the-child-devouring-yakshini	REJECT	the-prefix	identity-statement disguised as event
7511	Hariti	Buddhist	the-Buddha-hiding-her-youngest-child	REJECT	the-prefix	identity-statement disguised as event
7511	Hariti	Buddhist	the-conversion-into-a-protector-of-children	REJECT	the-prefix	identity-statement disguised as event
7313	Geshtinanna	Mesopotamian	descent-substitution	KEEP	1-2 hyphens	narrow event-type
7313	Geshtinanna	Mesopotamian	prophecy	KEEP	1-2 hyphens	narrow event-type
7313	Geshtinanna	Mesopotamian	devotion	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	creation	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	prophetic empowerment	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	incarnation (conception of Jesus)	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	baptismal anointing	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	Pentecost	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	indwelling	KEEP	1-2 hyphens	narrow event-type
7341	Holy Spirit	Abrahamic	sanctification	KEEP	1-2 hyphens	narrow event-type
7523	Hun-Came	Maya	paramount-lord-of-Xibalba	REJECT	identity-keyword	contains identity keyword
7523	Hun-Came	Maya	the-summoning-and-sacrifice-of-Hun-Hunahpu	REJECT	the-prefix	identity-statement disguised as event
7523	Hun-Came	Maya	the-defeat-by-the-Hero-Twins	REJECT	the-prefix	identity-statement disguised as event
6781	Attis	Phrygian	the-love-of-the-Mother	REJECT	the-prefix	identity-statement disguised as event
6781	Attis	Phrygian	the-madness-and-self-castration	REJECT	the-prefix	identity-statement disguised as event
6781	Attis	Phrygian	death-beneath-the-pine	REVIEW	3 hyphens	borderline — manual check
6781	Attis	Phrygian	the-annual-mourning-and-renewal	REJECT	the-prefix	identity-statement disguised as event
7515	Huracan	Maya	the-Heart-of-Sky	REJECT	the-prefix	identity-statement disguised as event
7515	Huracan	Maya	creation	KEEP	1-2 hyphens	narrow event-type
7515	Huracan	Maya	the-flood-destroying-the-wooden-people	REJECT	the-prefix	identity-statement disguised as event
7411	Takemikazuchi	Shinto	emergence-from-blood	KEEP	1-2 hyphens	narrow event-type
7411	Takemikazuchi	Shinto	kuni-yuzuri (transfer of the land)	KEEP	1-2 hyphens	narrow event-type
7411	Takemikazuchi	Shinto	wrestling-victory	KEEP	1-2 hyphens	narrow event-type
7411	Takemikazuchi	Shinto	sword-on-waves	KEEP	1-2 hyphens	narrow event-type
7075	Bragi	Norse	poetic instruction	KEEP	1-2 hyphens	narrow event-type
7075	Bragi	Norse	formal speech	KEEP	1-2 hyphens	narrow event-type
7075	Bragi	Norse	feast-attendance	KEEP	1-2 hyphens	narrow event-type
6484	Rangda	Balinese	the-demon-queen-and-widow-witch	REJECT	the-prefix	identity-statement disguised as event
6484	Rangda	Balinese	the-leadership-of-the-leyak	REJECT	the-prefix	identity-statement disguised as event
6484	Rangda	Balinese	the-eternal-battle-with-Barong	REJECT	the-prefix	identity-statement disguised as event
7225	The Monad	Gnostic	the-unknowable-transcendent-Godhead	REJECT	the-prefix	identity-statement disguised as event
7225	The Monad	Gnostic	the-source-of-the-Pleroma	REJECT	the-prefix	identity-statement disguised as event
6347	Leto	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
7372	Lakshmi	Hindu	emergence from cosmic ocean	KEEP	1-2 hyphens	narrow event-type
7372	Lakshmi	Hindu	choosing-of-husband	KEEP	1-2 hyphens	narrow event-type
7372	Lakshmi	Hindu	consort-avataric descent	KEEP	1-2 hyphens	narrow event-type
7372	Lakshmi	Hindu	wealth-bestowal	KEEP	1-2 hyphens	narrow event-type
7349	Sandalphon	Abrahamic	prayer-weaving	KEEP	1-2 hyphens	narrow event-type
7349	Sandalphon	Abrahamic	heavenly intercession	KEEP	1-2 hyphens	narrow event-type
7349	Sandalphon	Abrahamic	identification with Elijah (in some traditions)	KEEP	1-2 hyphens	narrow event-type
6351	Shunfeng'er	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6349	Soteria	Greek	founding	KEEP	1-2 hyphens	narrow event-type
7423	Hestia	Greek	first-swallowed-by-Cronus	REVIEW	3 hyphens	borderline — manual check
7423	Hestia	Greek	virginity-vow	KEEP	1-2 hyphens	narrow event-type
7423	Hestia	Greek	presidency	KEEP	1-2 hyphens	narrow event-type
7454	Sol	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7454	Sol	Roman	Sol-Invictus-cult-establishment	REVIEW	3 hyphens	borderline — manual check
7454	Sol	Roman	imperial-solar-theology	KEEP	1-2 hyphens	narrow event-type
7496	He Xiangu	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
7496	He Xiangu	Chinese	vow-of-celibacy	KEEP	1-2 hyphens	narrow event-type
7496	He Xiangu	Chinese	daylight-ascension	KEEP	1-2 hyphens	narrow event-type
7501	Meng Po	Chinese	administering-the-broth-of-oblivion	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7501	Meng Po	Chinese	presidency	KEEP	1-2 hyphens	narrow event-type
6362	Nefertem	Egyptian	lotus-emergence	KEEP	1-2 hyphens	narrow event-type
6362	Nefertem	Egyptian	Memphite-triad-son	KEEP	1-2 hyphens	narrow event-type
6488	Chun Kwan	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
6489	Patriarch Ching Chwee	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
6489	Patriarch Ching Chwee	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
6369	King Father of the East	Chinese	humanity creation	KEEP	1-2 hyphens	narrow event-type
6369	King Father of the East	Chinese	divine marriage	KEEP	1-2 hyphens	narrow event-type
6369	King Father of the East	Chinese	seduction	KEEP	1-2 hyphens	narrow event-type
6370	Sun Bin	Chinese	punishment	KEEP	1-2 hyphens	narrow event-type
6370	Sun Bin	Chinese	betrayal	KEEP	1-2 hyphens	narrow event-type
6204	Thoth	Egyptian	scribal-invention	KEEP	1-2 hyphens	narrow event-type
6204	Thoth	Egyptian	mediation	KEEP	1-2 hyphens	narrow event-type
6204	Thoth	Egyptian	restoration	KEEP	1-2 hyphens	narrow event-type
6204	Thoth	Egyptian	judgment-recording	KEEP	1-2 hyphens	narrow event-type
6204	Thoth	Egyptian	rescue	KEEP	1-2 hyphens	narrow event-type
6207	Parthenopaeus	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6205	Xuanwu	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6371	Xu Shilin	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
6377	Sun Wukong	Chinese	birth-from-stone-egg	REVIEW	3 hyphens	borderline — manual check
6377	Sun Wukong	Chinese	rebellion-against-Heaven	KEEP	1-2 hyphens	narrow event-type
6377	Sun Wukong	Chinese	imprisonment-under-Five-Elements-Mountain	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6377	Sun Wukong	Chinese	protection	KEEP	1-2 hyphens	narrow event-type
6377	Sun Wukong	Chinese	attainment-of-Buddhahood	KEEP	1-2 hyphens	narrow event-type
6493	Caishen	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
6568	Kratos	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6495	Angelos	Greek	betrayal	KEEP	1-2 hyphens	narrow event-type
6386	Gorgon	Greek	curse	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	passion	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	miracle	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	miraculous birth	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	temptation	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	ascension	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	public ministry	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	eschatological return	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	baptism	KEEP	1-2 hyphens	narrow event-type
6263	Jesus	Abrahamic	transfiguration	KEEP	1-2 hyphens	narrow event-type
6269	Azrael	Abrahamic	extraction of souls	KEEP	1-2 hyphens	narrow event-type
6269	Azrael	Abrahamic	escort to afterlife	KEEP	1-2 hyphens	narrow event-type
6272	Europa	Greek	abduction	KEEP	1-2 hyphens	narrow event-type
6275	Hou Yi	Chinese	shooting-down-the-nine-suns	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6275	Hou Yi	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
6275	Hou Yi	Chinese	losing-Chang'e-to-the-moon	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6276	Oedipus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6208	Metatron	Abrahamic	ascension	KEEP	1-2 hyphens	narrow event-type
6208	Metatron	Abrahamic	transformation	KEEP	1-2 hyphens	narrow event-type
6208	Metatron	Abrahamic	revelation	KEEP	1-2 hyphens	narrow event-type
6208	Metatron	Abrahamic	heavenly scribal service	KEEP	1-2 hyphens	narrow event-type
6209	Heka	Egyptian	world creation	KEEP	1-2 hyphens	narrow event-type
6213	Half-elf	Norse	curse	KEEP	1-2 hyphens	narrow event-type
6213	Half-elf	Norse	rescue	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	call	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	covenant	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	wandering	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	intercession	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	binding-sacrifice	KEEP	1-2 hyphens	narrow event-type
6215	Abraham	Abrahamic	founding pilgrimage	KEEP	1-2 hyphens	narrow event-type
6218	Hephaestus	Greek	invention	KEEP	1-2 hyphens	narrow event-type
6395	Yidi	Chinese	invention	KEEP	1-2 hyphens	narrow event-type
6395	Yidi	Chinese	gift to humanity	KEEP	1-2 hyphens	narrow event-type
6230	Amphiaraus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6231	Eunostus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6233	Dongyue Dadi	Chinese	loss of power	KEEP	1-2 hyphens	narrow event-type
6291	Theseus	Greek	slays monster	KEEP	1-2 hyphens	narrow event-type
6295	Muses	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6295	Muses	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6295	Muses	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
6531	Messene	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6531	Messene	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6570	Ophion	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6570	Ophion	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6301	Wenshu Guangfa Tianzun	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6085	Morrigan	Celtic	sovereignty rite	KEEP	1-2 hyphens	narrow event-type
6085	Morrigan	Celtic	prophecy	KEEP	1-2 hyphens	narrow event-type
6085	Morrigan	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
6096	Ajax the Lesser	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
6571	Alexanor	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6571	Alexanor	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6593	Aphaia	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6097	Puti Zushi	Chinese	quest	KEEP	1-2 hyphens	narrow event-type
6308	White Emperor	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6308	White Emperor	Chinese	slays kin	KEEP	1-2 hyphens	narrow event-type
6305	Seven against Thebes	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6305	Seven against Thebes	Greek	exile	KEEP	1-2 hyphens	narrow event-type
6467	Kourotrophos	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6520	Roma	Roman	founding	KEEP	1-2 hyphens	narrow event-type
6543	Zhao Gongming	Chinese	exile	KEEP	1-2 hyphens	narrow event-type
6546	Diana	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
6546	Diana	Roman	cult	KEEP	1-2 hyphens	narrow event-type
6546	Diana	Roman	Rex-Nemorensis-priesthood	KEEP	1-2 hyphens	narrow event-type
6555	Juno	Roman	queen-of-the-gods	REVIEW	3 hyphens	borderline — manual check
6555	Juno	Roman	Capitoline-Triad-membership	KEEP	1-2 hyphens	narrow event-type
6555	Juno	Roman	Aeneas-persecution	KEEP	1-2 hyphens	narrow event-type
6578	Minerva	Roman	Etruscan-pre-Greek-origin	REVIEW	3 hyphens	borderline — manual check
6578	Minerva	Roman	Capitoline-Triad-membership	KEEP	1-2 hyphens	narrow event-type
6578	Minerva	Roman	patronage	KEEP	1-2 hyphens	narrow event-type
6579	Týr	Norse	self-sacrifice	KEEP	1-2 hyphens	narrow event-type
6579	Týr	Norse	wolf-binding	KEEP	1-2 hyphens	narrow event-type
6579	Týr	Norse	Ragnarok mutual combat	KEEP	1-2 hyphens	narrow event-type
6580	Zhou Cang	Chinese	contest	KEEP	1-2 hyphens	narrow event-type
6584	Triptolemus	Greek	apotheosis	KEEP	1-2 hyphens	narrow event-type
6641	Pang Juan	Chinese	betrayal	KEEP	1-2 hyphens	narrow event-type
6640	Fengbo	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6640	Fengbo	Chinese	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
6646	Caeneus	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
6653	Ops	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
6653	Ops	Roman	sister-wife-of-Saturn	REVIEW	3 hyphens	borderline — manual check
6653	Ops	Roman	patronage	KEEP	1-2 hyphens	narrow event-type
6658	Panhu	Chinese	divine marriage	KEEP	1-2 hyphens	narrow event-type
6666	Peng Yue	Chinese	contest	KEEP	1-2 hyphens	narrow event-type
6674	Qianliyan	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6684	Eileithyia	Greek	humanity creation	KEEP	1-2 hyphens	narrow event-type
6686	Comus	Greek	abduction	KEEP	1-2 hyphens	narrow event-type
6686	Comus	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
6683	Atlas	Greek	invention	KEEP	1-2 hyphens	narrow event-type
6690	Odysseus	Greek	quest	KEEP	1-2 hyphens	narrow event-type
6710	Charudeshna	Hindu	Yādava warrior	KEEP	1-2 hyphens	narrow event-type
6727	Guang Chengzi	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6733	Prometheus	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6734	Pasiphaë	Greek	curse	KEEP	1-2 hyphens	narrow event-type
6734	Pasiphaë	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
6734	Pasiphaë	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
6737	Yaksha	Hindu	nature-spirit attendance	KEEP	1-2 hyphens	narrow event-type
6737	Yaksha	Hindu	treasure-guardianship	KEEP	1-2 hyphens	narrow event-type
6737	Yaksha	Hindu	riddle-posing	KEEP	1-2 hyphens	narrow event-type
6742	Aphrodite	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
6742	Aphrodite	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6746	Phaethusa	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6750	Maya	Hindu	cosmic veiling	KEEP	1-2 hyphens	narrow event-type
6750	Maya	Hindu	divine play	KEEP	1-2 hyphens	narrow event-type
6754	Hecate	Greek	liminal mediation	KEEP	1-2 hyphens	narrow event-type
6754	Hecate	Greek	intercession	KEEP	1-2 hyphens	narrow event-type
6753	Adonis	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
6762	Baubo	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6761	Eumenides	Greek	vengeance	KEEP	1-2 hyphens	narrow event-type
6761	Eumenides	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6763	Benthesikyme	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6758	Hel	Norse	underworld-sovereignty	KEEP	1-2 hyphens	narrow event-type
6758	Hel	Norse	reception of the dead	KEEP	1-2 hyphens	narrow event-type
6758	Hel	Norse	ransom-refusal	KEEP	1-2 hyphens	narrow event-type
6758	Hel	Norse	Ragnarok release of the dead	KEEP	1-2 hyphens	narrow event-type
6772	Tlazolteotl	Aztec	sin-eating	KEEP	1-2 hyphens	narrow event-type
6772	Tlazolteotl	Aztec	once-in-a-lifetime-confession	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6772	Tlazolteotl	Aztec	patronage	KEEP	1-2 hyphens	narrow event-type
6769	Neith	Egyptian	world creation	KEEP	1-2 hyphens	narrow event-type
6765	Maat	Egyptian	cosmic-order-maintenance	KEEP	1-2 hyphens	narrow event-type
6765	Maat	Egyptian	weighing-of-the-heart	REVIEW	3 hyphens	borderline — manual check
6765	Maat	Egyptian	42 Negative Confessions	KEEP	1-2 hyphens	narrow event-type
6773	Ceres	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
6773	Ceres	Roman	cult	KEEP	1-2 hyphens	narrow event-type
6768	Huitzilopochtli	Aztec	miraculous birth	KEEP	1-2 hyphens	narrow event-type
6768	Huitzilopochtli	Aztec	sister-dismemberment	KEEP	1-2 hyphens	narrow event-type
6768	Huitzilopochtli	Aztec	Mexica-migration-from-Aztlan	REVIEW	3 hyphens	borderline — manual check
6768	Huitzilopochtli	Aztec	founding	KEEP	1-2 hyphens	narrow event-type
6768	Huitzilopochtli	Aztec	heart-sacrifice-recipient	KEEP	1-2 hyphens	narrow event-type
6770	Xochiquetzal	Aztec	stolen-from-Tlaloc-by-Tezcatlipoca	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6770	Xochiquetzal	Aztec	patronage	KEEP	1-2 hyphens	narrow event-type
6775	Shakti	Hindu	cosmic power	KEEP	1-2 hyphens	narrow event-type
6775	Shakti	Hindu	union with Śiva	KEEP	1-2 hyphens	narrow event-type
6775	Shakti	Hindu	goddess-manifestation	KEEP	1-2 hyphens	narrow event-type
6777	Cihuacoatl	Aztec	patronage	KEEP	1-2 hyphens	narrow event-type
6777	Cihuacoatl	Aztec	warrior-mother-status	KEEP	1-2 hyphens	narrow event-type
6777	Cihuacoatl	Aztec	Conquest-omen-wailing	KEEP	1-2 hyphens	narrow event-type
6779	Coatlicue	Aztec	miraculous birth	KEEP	1-2 hyphens	narrow event-type
6779	Coatlicue	Aztec	near-murder-by-children	REVIEW	3 hyphens	borderline — manual check
6779	Coatlicue	Aztec	mother-of-Huitzilopochtli	KEEP	1-2 hyphens	narrow event-type
6780	Rhea	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6807	Athis	Greek	sacrifice	KEEP	1-2 hyphens	narrow event-type
6812	Hector	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6822	Nepr	Norse	ancestry	KEEP	1-2 hyphens	narrow event-type
6844	Li Mu李牧	Chinese	sacrifice	KEEP	1-2 hyphens	narrow event-type
6864	Ri Ye Youshen	Chinese	punishment	KEEP	1-2 hyphens	narrow event-type
6871	Yuding Zhenren	Chinese	rescue	KEEP	1-2 hyphens	narrow event-type
6925	Geb	Egyptian	cosmic incest with Nut	KEEP	1-2 hyphens	narrow event-type
6925	Geb	Egyptian	generation of the four (Osiris-Isis-Set-Nephthys)	REVIEW	3 hyphens	borderline — manual check
6925	Geb	Egyptian	earth-becoming	KEEP	1-2 hyphens	narrow event-type
6924	Heidi	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6924	Heidi	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
6921	Shikigami	Shinto	curse	KEEP	1-2 hyphens	narrow event-type
6938	Shu	Egyptian	emerged from Atum	KEEP	1-2 hyphens	narrow event-type
6938	Shu	Egyptian	sky-earth separation	KEEP	1-2 hyphens	narrow event-type
6938	Shu	Egyptian	foundational atmospheric being	KEEP	1-2 hyphens	narrow event-type
6942	Euphorbus	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6942	Euphorbus	Greek	vengeance	KEEP	1-2 hyphens	narrow event-type
6979	Nunakawahime	Shinto	seduction	KEEP	1-2 hyphens	narrow event-type
7040	Izanagi-no-Mikoto	Shinto	descent to underworld	KEEP	1-2 hyphens	narrow event-type
7053	Kotoamatsukami	Shinto	punishment	KEEP	1-2 hyphens	narrow event-type
7054	Hitorigami	Shinto	humanity creation	KEEP	1-2 hyphens	narrow event-type
7050	Kitsune	Shinto	betrayal	KEEP	1-2 hyphens	narrow event-type
7062	Kodama	Shinto	curse	KEEP	1-2 hyphens	narrow event-type
7068	Oshihomimi	Shinto	world creation	KEEP	1-2 hyphens	narrow event-type
7067	Sarutahiko Ōkami	Shinto	founding	KEEP	1-2 hyphens	narrow event-type
7074	Takenouchi no Sukune	Shinto	quest	KEEP	1-2 hyphens	narrow event-type
7086	Yamato Takeru	Shinto	slays kin	KEEP	1-2 hyphens	narrow event-type
7095	Heimdall	Norse	watching	KEEP	1-2 hyphens	narrow event-type
7095	Heimdall	Norse	horn-summoning	KEEP	1-2 hyphens	narrow event-type
7095	Heimdall	Norse	social-founding (as Ríg)	KEEP	1-2 hyphens	narrow event-type
