id	name	field	before	after
6579	Týr	domain	war, justice, law, oaths, courage, self-sacrifice, the sky	war, justice, law, oaths, courage, self-sacrifice, sky
6591	Anatole	domain	sunrise, the east, dawn	sunrise, east, dawn
6613	Dysis	domain	sunset, the west, evening	sunset, west, evening
6638	Caerus	domain	opportunity, the fleeting moment, luck, kairos	opportunity, fleeting moment, luck, kairos
6639	Ourea	domain	mountains, the earth, primordial landforms	mountains, earth, primordial landforms
6642	Mehet-Weret	domain	the primordial cow, the sky, the flood, creation, milk	primordial cow, sky, flood, creation, milk
6645	Anna Perenna	domain	the new year, renewal, spring, the march equinox, perpetual return	new year, renewal, spring, march equinox, perpetual return
6647	Hemera	domain	day, daylight, the sky by day	day, daylight, sky by day
6651	Mnevis	domain	the sun, cattle, fertility, Heliopolis, sacred bulls	sun, cattle, fertility, Heliopolis, sacred bulls
6653	Ops	domain	abundance, harvest, wealth, the earth, the Saturnalia	abundance, harvest, wealth, earth, the Saturnalia
6652	Sepa	domain	centipedes, protection, the underworld, venom	centipedes, protection, underworld, venom
6661	Luna	domain	the moon, night, cycles, light in darkness, femininity	moon, night, cycles, light in darkness, femininity
6659	Tatenen	domain	earth, creation, the primordial mound, Memphis, vegetation	earth, creation, primordial mound, Memphis, vegetation
6660	Shepsy	domain	protection, the afterlife, divine judgment, guidance	protection, afterlife, divine judgment, guidance
6655	Chloris	domain	spring, flowers, new growth, the color green	spring, flowers, new growth, color green
6668	Imentet	domain	the west, the dead, the afterlife, welcome, the sunset	west, dead, afterlife, welcome, sunset
6669	Tutu	domain	protection, demons, the underworld, apotropaic magic, sphinxes	protection, demons, underworld, apotropaic magic, sphinxes
6667	Aten	domain	the sun, monotheism, light, truth, the Amarna revolution	sun, monotheism, light, truth, the Amarna revolution
6674	Qianliyan	domain	clairvoyance, the supernatural, long-distance seeing, protection	clairvoyance, supernatural, long-distance seeing, protection
6676	Hededet	domain	scorpions, protection, magic, the underworld	scorpions, protection, magic, underworld
6672	Doris	domain	sea bounty, the mixing of fresh and salt water, fish	sea bounty, mixing of fresh and salt water, fish
6683	Atlas	domain	endurance, astronomy, the heavens, cartography	endurance, astronomy, heavens, cartography
6692	Iris	domain	rainbow, divine messages, communication between gods and mortals, the sea	rainbow, divine messages, communication between gods and mortals, sea
6709	Iabet	domain	the east, the dawn, the desert, the horizon	east, dawn, desert, horizon
6718	Arahitogami	domain	the emperor as living god, divine kingship, the imperial institution	emperor as living god, divine kingship, imperial institution
6713	Lir	domain	the sea, the deep ocean, fatherhood, maritime power	sea, deep ocean, fatherhood, maritime power
6713	Lir	object	the sea itself	sea itself
6721	Beasts of battle	domain	war, carrion, the battlefield aftermath, death in battle	war, carrion, battlefield aftermath, death in battle
6723	Arensnuphis	domain	Nubia, the hunt, the wind, Philae, Greco-Nubian syncretism	Nubia, hunt, wind, Philae, Greco-Nubian syncretism
6725	Arctus	domain	time, the stars, celestial order	time, stars, celestial order
6876	Igai	domain	mourning, the afterlife, grief, the netherworld	mourning, afterlife, grief, netherworld
6734	Pasiphaë	domain	magic, sorcery, oracles, the bestial	magic, sorcery, oracles, bestial
6741	Amano-Iwato	domain	the cave of heaven, darkness, divine withdrawal, the crisis of the sun	cave of heaven, darkness, divine withdrawal, crisis of the sun
6741	Amano-Iwato	object	the cave entrance, the boulder	cave entrance, boulder
6748	Diana of Ephesus	domain	fertility, nature, nourishment, the cosmos, beasts	fertility, nature, nourishment, cosmos, beasts
6746	Phaethusa	domain	the sun, herding, light, guardianship	sun, herding, light, guardianship
6754	Hecate	domain	magic, witchcraft, crossroads, ghosts, the moon, necromancy, entrance ways, child-rearing, victory in contests, herdsmen and fishermen	magic, witchcraft, crossroads, ghosts, moon, necromancy, entrance ways, child-rearing, victory in contests, herdsmen and fishermen
6762	Baubo	domain	fertility, obscenity, humor, the body, ritual laughter	fertility, obscenity, humor, body, ritual laughter
6761	Eumenides	domain	vengeance, blood guilt, justice, oaths, the underworld	vengeance, blood guilt, justice, oaths, underworld
6771	Iunit	domain	Armant, protection, local cult, the pillar	Armant, protection, local cult, pillar
6765	Maat	object	ostrich-feather; ankh; the balance-scales	ostrich-feather; ankh; balance-scales
6782	Dictynna	domain	hunt, fishing, nets, the wild	hunt, fishing, nets, wild
6775	Shakti	object	varies by manifestation - trident, sword, lotus, weapons of the goddess-forms; the yoni in tantric iconography	varies by manifestation - trident, sword, lotus, weapons of the goddess-forms; yoni in tantric iconography
6780	Rhea	domain	fertility, motherhood, generation, mountains, the flow of time	fertility, motherhood, generation, mountains, flow of time
6788	Acmon	domain	sky, the heavens, anvil	sky, heavens, anvil
6787	Aion	domain	eternity, cyclical time, the ages, the zodiac	eternity, cyclical time, ages, zodiac
6791	Anemoi	domain	winds, seasons, weather, the four directions	winds, seasons, weather, four directions
6822	Nepr	domain	ancestry, the divine lineage, Norse genealogy	ancestry, divine lineage, Norse genealogy
6825	Orpheus	domain	music, poetry, prophecy, mystery religion, the underworld	music, poetry, prophecy, mystery religion, underworld
6833	Hu Ye	domain	the sea, tigers, protection, Taiwan folk religion	sea, tigers, protection, Taiwan folk religion
6827	Pelops	domain	kingship, chariot racing, divine favor, the curse	kingship, chariot racing, divine favor, curse
6829	Khenti-kheti	domain	crocodiles, protection, Athribis, the 10th Lower Egyptian nome	crocodiles, protection, Athribis, 10th Lower Egyptian nome
6857	Yang Ren	domain	the supernatural, loyalty, the Investiture of the Gods, eyes of heaven	supernatural, loyalty, the Investiture of the Gods, eyes of heaven
6859	Siming	domain	fate, lifespan, the hearth, records of life and death	fate, lifespan, hearth, records of life and death
6864	Ri Ye Youshen	domain	day and night, patrol, protection, the cycle of time	day and night, patrol, protection, cycle of time
6874	Zhao Qi	domain	ghosts, the supernatural, haunting	ghosts, supernatural, haunting
6866	Yuqiang	domain	sea, wind, the north, the abyss	sea, wind, north, abyss
6893	Iah	domain	the moon, time, lunar cycles, night	moon, time, lunar cycles, night
6890	Ersa	domain	dew, the morning dew, freshness	dew, morning dew, freshness
6888	Hemen	domain	falconry, the sun, Upper Egypt, hunting	falconry, sun, Upper Egypt, hunting
6891	Phoebe	domain	radiance, prophecy, the moon, purity	radiance, prophecy, moon, purity
6894	Ihy	domain	music, joy, childhood, the sistrum, Hathor	music, joy, childhood, sistrum, Hathor
6905	Phosphorus	domain	the morning star, Venus at dawn, heralding the day	morning star, Venus at dawn, heralding the day
6902	Abaset	domain	fire, destruction, the netherworld, serpents	fire, destruction, netherworld, serpents
6898	Hesat	domain	milk, cattle, nourishment, the sacred cow	milk, cattle, nourishment, sacred cow
6910	Akkorokamui	domain	the sea, octopus, Ainu mythology, tentacles, the deep ocean	sea, octopus, Ainu mythology, tentacles, deep ocean
6911	Marebito	domain	visitors, strangers, the otherworld, seasonal visitation, fortune	visitors, strangers, otherworld, seasonal visitation, fortune
6913	Himegami	domain	feminine shrine deities, consorts of major kami, the divine feminine of shrines	feminine shrine deities, consorts of major kami, divine feminine of shrines
6925	Geb	domain	earth, fertility, vegetation, the underworld, kingship	earth, fertility, vegetation, underworld, kingship
6925	Geb	object	ankh; was-scepter; the earth itself	ankh; was-scepter; earth itself
6924	Heidi	domain	sky, the north, water, winter, darkness	sky, north, water, winter, darkness
6923	Planetae	domain	wandering, the planets, celestial movement	wandering, planets, celestial movement
6929	Painal	domain	speed, the messenger, Huitzilopochtlis lieutenant, warfare, running	speed, messenger, Huitzilopochtlis lieutenant, warfare, running
6934	Cihuatecayotl	domain	feminine divine power, the collective feminine divine, women deities	feminine divine power, collective feminine divine, women deities
6936	Household deity	domain	household protection, domestic religion, the family, ancestors, the hearth	household protection, domestic religion, family, ancestors, hearth
6948	Mater Matuta	domain	dawn, the morning, childbirth, harbors, the sea, maternal care	dawn, morning, childbirth, harbors, sea, maternal care
6952	Konohanachiru-hime	domain	falling blossoms, autumn, the scattering of flowers, death, transience	falling blossoms, autumn, scattering of flowers, death, transience
6962	Dea Dia	domain	agriculture, fertility, the fields, the brotherhood of the Arval Brethren	agriculture, fertility, fields, brotherhood of the Arval Brethren
6975	Susanoo-no-Mikoto	domain	storms, the sea, serpents, heroism, Izumo, wildness, poetry	storms, sea, serpents, heroism, Izumo, wildness, poetry
6976	Ōkuninushi	domain	the land, nation-building, medicine, magic, marriage, Izumo	land, nation-building, medicine, magic, marriage, Izumo
6999	Moneta	domain	money, coins, minting, warning, memory, the mint	money, coins, minting, warning, memory, mint
7023	Silvanae	domain	forests, woodland, the feminine aspect of Silvanus, nature	forests, woodland, feminine aspect of Silvanus, nature
7025	Fornax	domain	bread, ovens, baking, the transformation of grain to bread	bread, ovens, baking, transformation of grain to bread
7040	Izanagi-no-Mikoto	domain	creation, purification, the masculine principle, sky, the living	creation, purification, masculine principle, sky, living
7043	Ame-no-Uzume	domain	dawn, merriment, dance, revelry, the arts, fertility	dawn, merriment, dance, revelry, arts, fertility
7156	Tlacotzontli	domain	hair, tonsure, priestly dedication, sacrifice, the hair lord	hair, tonsure, priestly dedication, sacrifice, hair lord
7046	Hachiman	domain	war, archery, fishing, agriculture, divine protection, the imperial family	war, archery, fishing, agriculture, divine protection, imperial family
7053	Kotoamatsukami	domain	the primordial heavenly kami, the first five, cosmic beginnings	primordial heavenly kami, first five, cosmic beginnings
7049	Fūjin	domain	wind, storms, air, the sky	wind, storms, air, sky
7057	Ajisukitakahikone-no-Kami	domain	thunder, agriculture, the storm, Izumo	thunder, agriculture, storm, Izumo
7059	Amenohoakari	domain	the sun, ancestry, the Owari and Mononobe clans, heaven	sun, ancestry, the Owari and Mononobe clans, heaven
7068	Oshihomimi	domain	the heavenly ear, sovereignty, the first heir, Amaterasus son	heavenly ear, sovereignty, first heir, Amaterasus son
7067	Sarutahiko Ōkami	domain	crossroads, guidance, earthly kami, the phallus, travel, martial arts	crossroads, guidance, earthly kami, phallus, travel, martial arts
7079	Ta-no-Kami	domain	rice paddies, agriculture, harvest, fertility, the field kami	rice paddies, agriculture, harvest, fertility, field kami
7074	Takenouchi no Sukune	domain	loyalty, longevity, statecraft, the legendary minister, the imperial court	loyalty, longevity, statecraft, legendary minister, imperial court
7076	Toyouke-hime	domain	food, grain, clothing, sericulture, agriculture, industry, the outer shrine of Ise	food, grain, clothing, sericulture, agriculture, industry, outer shrine of Ise
7080	Tamayori-hime	domain	child-rearing, the sea, the imperial lineage, substitute motherhood	child-rearing, sea, imperial lineage, substitute motherhood
7086	Yamato Takeru	domain	heroism, warfare, sacrifice, the imperial family, tragic heroism	heroism, warfare, sacrifice, imperial family, tragic heroism
7086	Yamato Takeru	object	the sword Kusanagi, womens clothing	sword Kusanagi, womens clothing
7084	Takitsuhiko	domain	waterfalls, rain, water, the sound of falling water	waterfalls, rain, water, sound of falling water
7088	Watatsumi	domain	the sea, the ocean, the sea palace, tides, marine life	sea, ocean, sea palace, tides, marine life
7089	Umashiashikabihikoji	domain	the first reed-shoot, the primordial growth, creation, vitality	first reed-shoot, primordial growth, creation, vitality
7095	Heimdall	domain	watchfulness, the rainbow bridge, hearing, sight, the horn Gjallarhorn, Ragnarok	watchfulness, rainbow bridge, hearing, sight, horn Gjallarhorn, Ragnarok
7098	Víðarr	domain	silence, vengeance, the forest, strength, Ragnarok, survival	silence, vengeance, forest, strength, Ragnarok, survival
7124	Hafgufa	domain	the sea, enormous sea creatures, illusion, the abyss	sea, enormous sea creatures, illusion, abyss
7100	Höðr	domain	darkness, blindness, winter, the unwitting killer	darkness, blindness, winter, unwitting killer
7100	Höðr	object	the mistletoe-shaft Loki gave him	mistletoe-shaft Loki gave him
7106	Vili and Vé	domain	creation, the killing of Ymir, the shaping of the world, Odins brothers	creation, killing of Ymir, shaping of the world, Odins brothers
7106	Vili and Vé	object	the body of the slain Ymir	body of the slain Ymir
7109	Ægir	domain	the sea, brewing, feasts, waves, storms, hospitality	sea, brewing, feasts, waves, storms, hospitality
7109	Ægir	object	great cauldron; his hall on Hlesey; the brewing-vat	great cauldron; his hall on Hlesey; brewing-vat
7111	Nidhogg	domain	the underworld, corpses, the world tree, destruction	underworld, corpses, world tree, destruction
7115	Draugr	domain	the undead, graves, haunting, restless dead, burial mounds	undead, graves, haunting, restless dead, burial mounds
7112	Lóðurr	domain	creation, giving warmth and blood to humans, the divine trinity of creation	creation, giving warmth and blood to humans, divine trinity of creation
7118	Vörðr	domain	guardian spirits, protection, the watcher at the threshold, personal guardianship	guardian spirits, protection, watcher at the threshold, personal guardianship
7123	Landvættir	domain	the land, local spirits, national protection, Iceland, the four directions	land, local spirits, national protection, Iceland, four directions
7121	Lindworm	domain	serpents, poison, treasure, the wilderness, boundary markers	serpents, poison, treasure, wilderness, boundary markers
7126	Selkolla	domain	demonic women, hauntings, decapitation, the supernatural threat	demonic women, hauntings, decapitation, supernatural threat
7127	Germanic dragon	domain	treasure, fire-breathing, flying, the cosmic threat, hoarding	treasure, fire-breathing, flying, cosmic threat, hoarding
7131	Mictlāntēcutli	domain	death, the underworld, bones, the dead, the lowest level	death, underworld, bones, dead, lowest level
7130	Tláloc	domain	rain, water, agriculture, mountains, caves, lightning, fertility, the dead	rain, water, agriculture, mountains, caves, lightning, fertility, dead
7125	Lyngbakr	domain	the sea, enormous sea creatures, whales, the deep ocean	sea, enormous sea creatures, whales, deep ocean
7132	Tonacatecuhtli	domain	sustenance, creation, the lord of our flesh, fertility, the first couple	sustenance, creation, lord of our flesh, fertility, first couple
7138	Ehecatl	domain	wind, breath, the morning star, creation, Quetzalcoatl	wind, breath, morning star, creation, Quetzalcoatl
7141	Ixtlilton	domain	medicine, healing, disease, feasting, children, the black-faced one	medicine, healing, disease, feasting, children, black-faced one
7143	Centzonmīmixcōa	domain	stars, the north, the four hundred cloud serpents, hunting	stars, north, four hundred cloud serpents, hunting
7140	Tecciztecatl	domain	the moon, conch shells, pride, cowardice, the failed first attempt	moon, conch shells, pride, cowardice, failed first attempt
7146	Piltzintecuhtli	domain	the young sun, princes, children, hallucinogenic plants, the rising sun	young sun, princes, children, hallucinogenic plants, rising sun
7147	Tloquenahuaque	domain	omnipresence, the supreme being, the lord of the near and the nigh, the unknowable	omnipresence, supreme being, lord of the near and the nigh, unknowable
7162	Ayudhapurusha	object	the weapons themselves in personified form	weapons themselves in personified form
7171	Shmashana Adhipati	domain	cremation grounds, death, asceticism, Shiva, the lord of the burning ground	cremation grounds, death, asceticism, Shiva, lord of the burning ground
7179	Celtic deities	domain	the collective Celtic divine beings, the Tuatha De Danann, nature worship, the otherworld	collective Celtic divine beings, the Tuatha De Danann, nature worship, otherworld
7175	Vasu	domain	the eight Vasus, elements, natural forces, cosmic attendants	eight Vasus, elements, natural forces, cosmic attendants
7181	Danu	domain	motherhood, water, the Tuatha De Danann, the mother goddess, rivers, the earth	motherhood, water, the Tuatha De Danann, mother goddess, rivers, earth
7181	Danu	object	rivers, the earth	rivers, earth
7185	Cernunnos	domain	animals, forests, fertility, wealth, the underworld, stags, serpents	animals, forests, fertility, wealth, underworld, stags, serpents
7182	Lugh	domain	light, craftsmanship, war, kingship, many skills, the harvest, the sun	light, craftsmanship, war, kingship, many skills, harvest, sun
7187	Badb	domain	war, death, crows, the battlefield, prophecy, the Morrigan	war, death, crows, battlefield, prophecy, the Morrigan
7192	Ernmas	domain	motherhood, the Tuatha De Danann, the mother of the triple war goddesses	motherhood, the Tuatha De Danann, mother of the triple war goddesses
7203	Horon	domain	cursing, healing-from-snakebite, the underworld, exorcism, magical incantation	cursing, healing-from-snakebite, underworld, exorcism, magical incantation
7203	Horon	object	incantation-formulae; the snake	incantation-formulae; snake
7207	Ancestors of Enlil	domain	Enlil, ancestry, the divine lineage, Sumerian theology	Enlil, ancestry, divine lineage, Sumerian theology
7206	Apkallu	domain	wisdom, civilization, the antediluvian foundation of culture, fish-man-hybrid form, magical incantation	wisdom, civilization, antediluvian foundation of culture, fish-man-hybrid form, magical incantation
7210	Nibiru	domain	A celestial designation in Mesopotamian astronomy: the 'crossing-place', associated with Marduk in his astral aspect; the planet Jupiter in some contexts.	A celestial designation in Mesopotamian astronomy: the 'crossing-place', associated with Marduk in his astral aspect; planet Jupiter in some contexts.
7210	Nibiru	object	the planet Jupiter	planet Jupiter
7216	Leyak	domain	witchcraft, evil spirits, shapeshifting, black magic, the night	witchcraft, evil spirits, shapeshifting, black magic, night
7225	The Monad	domain	in the Gnostic systems, the supreme, utterly transcendent, unknowable Godhead; the One beyond being and name, from which the spiritual fullness ultimately proceeds	in the Gnostic systems, supreme, utterly transcendent, unknowable Godhead; the One beyond being and name, from which the spiritual fullness ultimately proceeds
7225	The Monad	object	the Pleroma of aeons that proceeds from it; the spring of living water	the Pleroma of aeons that proceeds from it; spring of living water
7224	Amitabha	domain	the Buddha of Infinite Light; the celestial Buddha presiding over Sukhavati, the Western Pure Land; the central figure of Pure Land Buddhism	the Buddha of Infinite Light; celestial Buddha presiding over Sukhavati, the Western Pure Land; central figure of Pure Land Buddhism
7224	Amitabha	object	the Western Pure Land of Sukhavati itself; the lotus-throne	the Western Pure Land of Sukhavati itself; lotus-throne
7232	Kek	domain	darkness, obscurity, the primordial night, chaos	darkness, obscurity, primordial night, chaos
7235	Koptos colossi	domain	fertility, Min, the ancient world, Coptos, colossal statues	fertility, Min, ancient world, Coptos, colossal statues
7241	Shinigami	domain	death, the underworld, soul collection, Japanese death deities	death, underworld, soul collection, Japanese death deities
7237	Rekhyt	domain	the people, the commoners, loyalty, worship, the lapwing	people, commoners, loyalty, worship, lapwing
7245	Ame-no-Minakanushi	domain	the center of heaven, the cosmos, the beginning, the supreme kami	center of heaven, cosmos, beginning, supreme kami
7242	Febris	domain	fever, disease, healing from fever, the swamp	fever, disease, healing from fever, swamp
7247	Marmennill	domain	the sea, merfolk, prophecy, storm warning, maritime encounters	sea, merfolk, prophecy, storm warning, maritime encounters
7250	Tepēyōllōtl	domain	mountains, caves, echoes, jaguars, earthquakes, the earth interior	mountains, caves, echoes, jaguars, earthquakes, earth interior
7248	Ōmeteōtl	domain	duality, creation, the supreme being, male-female unity, the origin of all	duality, creation, supreme being, male-female unity, origin of all
7257	Proserpina	domain	the underworld, spring, grain, death, renewal	underworld, spring, grain, death, renewal
7254	Yam	domain	the sea, chaos, storms, the Near East, primordial waters	sea, chaos, storms, the Near East, primordial waters
7258	Osiris myth	domain	death, resurrection, kingship, agriculture, the afterlife, judgment	death, resurrection, kingship, agriculture, afterlife, judgment
7265	Despoina	domain	mysteries, the underworld, nature, the Arcadian cult	mysteries, underworld, nature, the Arcadian cult
7276	Scylla	domain	sea, death, the strait, monstrosity	sea, death, strait, monstrosity
7280	Yue Lao	domain	love, marriage, matchmaking, the moon, destiny	love, marriage, matchmaking, moon, destiny
7282	Siren	domain	death, enchantment, the sea, music, temptation	death, enchantment, sea, music, temptation
7288	Janus	domain	beginnings, transitions, gates and doorways, time, war and peace, first invocation in prayer, the new year	beginnings, transitions, gates and doorways, time, war and peace, first invocation in prayer, new year
7293	Kishar	domain	the lower firmament/whole-earth; second-generation primordial	lower firmament/whole-earth; second-generation primordial
7302	Nanna	domain	the moon, time-reckoning, dreams, divination via lunar omens, kingship of Ur, the lunar cycle	moon, time-reckoning, dreams, divination via lunar omens, kingship of Ur, lunar cycle
7297	Enlil	domain	wind, storm, the executive sovereignty of the gods, the calendar, kingship-conferral, the Tablet of Destinies	wind, storm, executive sovereignty of the gods, calendar, kingship-conferral, the Tablet of Destinies
7312	Dumuzi	domain	shepherding, fertility, the dying-and-returning consort of Inanna, the spring-summer vegetation cycle, mourning rites	shepherding, fertility, dying-and-returning consort of Inanna, spring-summer vegetation cycle, mourning rites
7310	Nabu	domain	writing, scribes, wisdom, the destinies, the heir of Marduk, patronage of Borsippa	writing, scribes, wisdom, destinies, heir of Marduk, patronage of Borsippa
7310	Nabu	object	stylus, the wedge-shaped writing reed, the Tablet of Destinies	stylus, wedge-shaped writing reed, the Tablet of Destinies
7317	Gilgamesh	domain	kingship of Uruk, heroic exploit, the quest for immortality, builder of the walls of Uruk; later, judge of the netherworld	kingship of Uruk, heroic exploit, quest for immortality, builder of the walls of Uruk; later, judge of the netherworld
7314	Gula	domain	healing, medicine, the sick-bed, dogs, the city of Isin, boundary-stone protection	healing, medicine, sick-bed, dogs, city of Isin, boundary-stone protection
7314	Gula	object	staff, the dog-emblem, scalpel	staff, dog-emblem, scalpel
7316	Pazuzu	domain	king of the wind-demons; apotropaic against Lamashtu; the southwest wind; counter-demonic protection	king of the wind-demons; apotropaic against Lamashtu; southwest wind; counter-demonic protection
7316	Pazuzu	object	amulets, his bronze figurine-form, the chains he might bind Lamashtu with	amulets, his bronze figurine-form, chains he might bind Lamashtu with
7327	Lotan	domain	the seven-headed cosmic serpent of the primordial sea - Ugaritic *ltn*; cognate with biblical Leviathan	seven-headed cosmic serpent of the primordial sea - Ugaritic *ltn*; cognate with biblical Leviathan
7320	Yarikh	domain	the moon, the lunar cycle, illumination, light-giving - Ugaritic *yrkh*	moon, lunar cycle, illumination, light-giving - Ugaritic *yrkh*
7329	Melqart	domain	kingship of Tyre, royal patronage, the sea, navigation, colonization, dying-and-rising - the name *mlk-qrt* means "King of the City"	kingship of Tyre, royal patronage, sea, navigation, colonization, dying-and-rising - the name *mlk-qrt* means "King of the City"
7329	Melqart	object	lion-skin and club; the ceremonial pyre at his egersis	lion-skin and club; ceremonial pyre at his egersis
7330	Tanit	domain	mother-goddess of Carthage, fertility, the moon, war, the heavens - her epithet *pnh bl* "Face of Baal"	mother-goddess of Carthage, fertility, moon, war, heavens - her epithet *pnh bl* "Face of Baal"
7340	God-the-Father	object	throne; the seven seals; the Lamb beside the throne; the Holy Spirit proceeding from him or from him through the Son	throne; seven seals; the Lamb beside the throne; the Holy Spirit proceeding from him or from him through the Son
7336	Aqhat	object	the magnificent bow forged for him by Kothar-wa-Khasis	magnificent bow forged for him by Kothar-wa-Khasis
7342	Iblis	object	whisperings - his characteristic mode of action upon humans; the throne / seat upon which he attempts to be exalted	whisperings - his characteristic mode of action upon humans; throne / seat upon which he attempts to be exalted
7344	Beelzebub	object	in Testament of Solomon, the seal-ring with which Solomon binds him	in Testament of Solomon, seal-ring with which Solomon binds him
7359	Fenrir	domain	the great wolf, eschatological devourer of Odin, son of Loki, bound monster of Lyngvi on Lake Amsvartnir	great wolf, eschatological devourer of Odin, son of Loki, bound monster of Lyngvi on Lake Amsvartnir
7359	Fenrir	object	the chain Gleipnir; the sword propped in his jaws to keep them open while bound	chain Gleipnir; sword propped in his jaws to keep them open while bound
7349	Sandalphon	object	crowns; the throne-chariot	crowns; throne-chariot
7357	Sigyn	domain	wifely devotion, suffering, the bowl-bearer over Loki's bound face	wifely devotion, suffering, bowl-bearer over Loki's bound face
7357	Sigyn	object	the bowl with which she catches the venom dripping over Loki's face	bowl with which she catches the venom dripping over Loki's face
7356	Skadi	domain	winter, hunting, skiing, the snow-covered mountains, vengeance - Jotunn-goddess	winter, hunting, skiing, snow-covered mountains, vengeance - Jotunn-goddess
7356	Skadi	object	bow and skis; the venomous serpent she binds over Loki's face during his binding	bow and skis; venomous serpent she binds over Loki's face during his binding
7355	Idun	domain	youth, vitality, the apples of immortality, springtime renewal - keeper of the apples that the gods eat to remain young	youth, vitality, apples of immortality, springtime renewal - keeper of the apples that the gods eat to remain young
7355	Idun	object	the eski-box in which she keeps her apples; the apples of immortality	eski-box in which she keeps her apples; apples of immortality
7364	Sól	domain	the sun, daily celestial transit, light - driver of the sun-chariot pursued by the wolf Skoll	sun, daily celestial transit, light - driver of the sun-chariot pursued by the wolf Skoll
7364	Sól	object	her sun-chariot; the shield Svalinn that protects her from the sun's heat	her sun-chariot; shield Svalinn that protects her from the sun's heat
7372	Lakshmi	object	lotus; golden pots overflowing with gold; the cosmic elephants Ashtadiggaja bathing her	lotus; golden pots overflowing with gold; cosmic elephants Ashtadiggaja bathing her
7368	Andvari	object	his treasure-hoard; the ring Andvaranautr; the curse he places on the gold	his treasure-hoard; ring Andvaranautr; curse he places on the gold
7367	Gefjun	domain	agricultural plowing, virgin maidenhood, the receipt-of-the-unmarried-dead, the goddess who plowed Zealand free from Sweden	agricultural plowing, virgin maidenhood, receipt-of-the-unmarried-dead, goddess who plowed Zealand free from Sweden
7367	Gefjun	object	the plow; her four sons-as-oxen	plow; her four sons-as-oxen
7381	Lakshmana	object	bow and arrows; the rekha	bow and arrows; rekha
7393	Varaha	object	the rescued earth on his tusks; conch, discus, mace, lotus	rescued earth on his tusks; conch, discus, mace, lotus
7402	Apep	domain	the cosmic serpent of chaos; eternal adversary of Ra; the embodiment of isfet opposing Ma'at; attacked the solar barque every night and was repulsed; never destroyed, eternally renewing	cosmic serpent of chaos; eternal adversary of Ra; embodiment of isfet opposing Ma'at; attacked the solar barque every night and was repulsed; never destroyed, eternally renewing
7402	Apep	object	his immense serpent-body; the knives, fire-spears, and ropes used against him by Ra's defenders	his immense serpent-body; knives, fire-spears, and ropes used against him by Ra's defenders
7404	Naunet	domain	primordial waters; consort of Nun in the Hermopolitan Ogdoad; the watery chaos before creation	primordial waters; consort of Nun in the Hermopolitan Ogdoad; watery chaos before creation
7404	Naunet	object	the primordial waters	primordial waters
7412	Kotoshironushi	domain	the 'thing-knowing master'; son of Okuninushi who agreed to the kuni-yuzuri; oracular kami; fishing; one of the central earthly-kami of the Izumo cycle	'thing-knowing master'; son of Okuninushi who agreed to the kuni-yuzuri; oracular kami; fishing; one of the central earthly-kami of the Izumo cycle
7409	Toyotama-hime	domain	the sea, the sea palace, childbirth, dragons, transformation	sea, sea palace, childbirth, dragons, transformation
7408	Moriya-no-Kami	domain	Suwa, the conquered deity, the indigenous god, Moriya	Suwa, conquered deity, indigenous god, Moriya
7421	Hades	domain	the underworld realm and its god; lord of the dead; the chthonic counterpart of Olympian Zeus; in late tradition also Plouton, lord of mineral wealth beneath the earth; 'the unseen one'	underworld realm and its god; lord of the dead; chthonic counterpart of Olympian Zeus; in late tradition also Plouton, lord of mineral wealth beneath the earth; 'the unseen one'
7421	Hades	object	the helmet of invisibility; bident or sceptre; key; the rivers of the underworld	helmet of invisibility; bident or sceptre; key; rivers of the underworld
7420	Poseidon	object	trident; the chariot drawn by horses or hippocamps over the waves; the salt-spring he produced on the Acropolis	trident; chariot drawn by horses or hippocamps over the waves; salt-spring he produced on the Acropolis
7423	Hestia	domain	hearth, home, the sacred fire of the household and the polis; one of the three virgin goddesses; first child of Cronus and Rhea	hearth, home, sacred fire of the household and the polis; one of the three virgin goddesses; first child of Cronus and Rhea
7423	Hestia	object	the hearth-fire itself; ladle; staff	hearth-fire itself; ladle; staff
7430	Oceanus	domain	the world-encircling river; the great freshwater stream surrounding the disk of the earth; eldest of the Titans; father of all rivers and Oceanids	world-encircling river; great freshwater stream surrounding the disk of the earth; eldest of the Titans; father of all rivers and Oceanids
7430	Oceanus	object	the river-stream itself encircling the earth-disk	river-stream itself encircling the earth-disk
7437	Moirai	domain	the three Fates - Clotho, Lachesis, Atropos; deities of human destiny who spin, measure, and cut the thread of each life	three Fates - Clotho, Lachesis, Atropos; deities of human destiny who spin, measure, and cut the thread of each life
7440	Hydra	object	the swamp of Lerna; her own multiple heads; her venom	swamp of Lerna; her own multiple heads; her venom
7444	Jupiter	domain	supreme god of the Roman state; sky, thunder, the oaths of state; chief of the Capitoline Triad; 'Iuppiter Optimus Maximus'; descendant of PIE *Dyews ph₂ter	supreme god of the Roman state; sky, thunder, oaths of state; chief of the Capitoline Triad; 'Iuppiter Optimus Maximus'; descendant of PIE *Dyews ph₂ter
7444	Jupiter	object	thunderbolt; eagle; sceptre; the spolia opima	thunderbolt; eagle; sceptre; spolia opima
7445	Mars	object	spear; shield; the wolf, the woodpecker, the bull	spear; shield; wolf, woodpecker, bull
